sub_num,cond,run,vox,oddeven,beta
0,0,2,89,0,1.3750492228758384
0,0,3,88,1,2.952197128453875
0,0,4,87,0,0.5821899222992508
0,0,5,86,1,-2.84232964574011
0,0,0,85,0,-1.8603715867553452
0,0,1,84,1,1.045294783206641
0,0,2,83,0,1.3525284529335182
0,0,3,82,1,-2.2862902929641375
0,0,4,81,0,-0.6030265272999036
0,0,5,80,1,-0.22861748685514716
0,0,0,79,0,-1.8688075841412624
0,0,1,78,1,-1.3525566903072908
0,0,2,77,0,-2.689182932522719
0,0,3,76,1,-1.2810386197843546
0,0,4,75,0,0.6003975817360172
0,0,5,74,1,-1.436514874017039
0,0,0,73,0,-2.8152411972385716
0,0,1,72,1,1.4003549004189617
0,0,2,71,0,-2.3391344119168886
0,0,3,70,1,0.980525670344709
0,0,4,69,0,-0.6720332736953636
0,0,5,68,1,-0.9703233579949919
0,0,0,67,0,-2.9242987247318357
0,0,1,66,1,-1.2484617784975733
0,0,2,65,0,1.4243900687862876
0,0,3,64,1,-2.149204108776173
0,0,4,63,0,2.868762047561609
0,0,5,62,1,2.5784134406921773
0,0,0,61,0,-2.2278919764663576
0,0,1,60,1,1.07137139314593
0,0,2,59,0,0.45418892217479767
0,0,3,58,1,-2.4962991990894587
0,0,4,57,0,0.2869449387923311
0,0,5,56,1,0.9619130007638423
0,0,0,55,0,-0.03284930820836429
0,0,1,54,1,-2.278625650628799
0,0,2,53,0,-0.4664617483245581
0,0,3,52,1,1.236118110769983
0,0,4,51,0,-2.343214084430673
0,0,5,50,1,0.08076583562308137
0,0,0,49,0,-0.3238872369469066
0,0,1,48,1,0.6930456584846436
0,0,2,47,0,2.548542933856293
0,0,3,46,1,1.6363606119640055
0,0,4,45,0,-1.3163524765599823
0,0,5,44,1,0.7249372890638388
0,0,0,43,0,0.7967352911587247
0,0,1,42,1,-1.943465197426089
0,0,2,41,0,-1.4094650523566248
0,0,3,40,1,1.1332261494355231
0,0,4,39,0,0.3150321845427868
0,0,5,38,1,-0.29417114123854304
0,0,0,37,0,-2.3626333483782336
0,0,1,36,1,1.387949194861049
0,0,2,35,0,0.9747246755774934
0,0,3,34,1,-2.0919531975671215
0,0,4,33,0,2.11154184722489
0,0,5,32,1,0.4586364866786683
0,0,0,31,0,1.524019664040754
0,0,1,30,1,1.2185401860419645
0,0,2,29,0,1.7703514877363808
0,0,3,28,1,-2.844407574262208
0,0,4,27,0,0.9582384367323368
0,0,5,26,1,1.8313486897626108
0,0,0,25,0,0.6069542347807295
0,0,1,24,1,1.0937765701888846
0,0,2,23,0,1.4920267981632254
0,0,3,22,1,0.3839032468025646
0,0,4,21,0,-1.0550568482925384
0,0,5,20,1,0.6347473928291327
0,0,0,19,0,2.3272965756528565
0,0,1,18,1,-2.47922787872612
0,0,2,17,0,2.465922890008885
0,0,3,16,1,-2.504089228655619
0,0,4,15,0,2.0477671944955116
0,0,5,14,1,2.553365117869353
0,0,0,13,0,-1.4549042087435387
0,0,1,12,1,-1.3965200853834485
0,0,2,11,0,0.31853676041805146
0,0,3,10,1,1.339173816212956
0,0,4,9,0,-2.9487469474846604
0,0,5,8,1,-2.3127209423708823
0,0,0,7,0,-1.2183223825039338
0,0,1,6,1,1.4247019231736826
0,0,2,5,0,-1.3813848084305367
0,0,3,4,1,1.8600226186675197
0,0,4,3,0,-1.347978903065245
0,0,5,2,1,-1.6709794654440082
0,0,0,1,0,1.8255054315688533
0,0,1,0,1,2.666675468487264
0,0,2,0,0,0.989226719258176
0,0,3,1,1,1.8500218506536916
0,0,4,2,0,0.7231124879729498
0,0,5,3,1,1.0978101804528113
0,0,0,4,0,-2.8340815444587033
0,0,1,5,1,-0.2964316430895728
0,0,2,6,0,0.8141824177645176
0,0,3,7,1,-0.9288867783127412
0,0,4,8,0,0.5871052675012266
0,0,5,9,1,-1.7863432703111566
0,0,0,10,0,2.4978860836696875
0,0,1,11,1,1.2882722217626061
0,0,2,12,0,1.8119962349973662
0,0,3,13,1,2.0545681822449353
0,0,4,14,0,-0.1469724895746427
0,0,5,15,1,0.42841185314333874
0,0,0,16,0,1.6944007924373328
0,0,1,17,1,0.2970155280385649
0,0,2,18,0,1.968507329659536
0,0,3,19,1,0.2243054164116982
0,0,4,20,0,-0.9603237272461689
0,0,5,21,1,0.635224883033578
0,0,0,22,0,-1.190623183754521
0,0,1,23,1,0.7956746321652335
0,0,2,24,0,0.8463456533139844
0,0,3,25,1,0.5151103557897052
0,0,4,26,0,-2.8860351732564906
0,0,5,27,1,0.4233824121042429
0,0,0,28,0,1.2862282816649773
0,0,1,29,1,0.521962044880353
0,0,2,30,0,1.5749161458479586
0,0,3,31,1,1.493186337703116
0,0,4,32,0,1.1419582197706895
0,0,5,33,1,-0.9207024242020252
0,0,0,34,0,-2.6922041494888105
0,0,1,35,1,-0.503980943002202
0,0,2,36,0,2.8898934447211495
0,0,3,37,1,1.9907076799992334
0,0,4,38,0,-0.17642917532598412
0,0,5,39,1,0.036078958998248645
0,0,0,40,0,0.3044119738038854
0,0,1,41,1,1.492819467839559
0,0,2,42,0,-1.8065800003388537
0,0,3,43,1,0.7840264577876197
0,0,4,44,0,1.7940352121658443
0,0,5,45,1,-0.022795036006306946
0,0,0,46,0,1.6318507103730173
0,0,1,47,1,2.456228744314476
0,0,2,48,0,-2.7377592511892557
0,0,3,49,1,-1.1746327345558538
0,0,4,50,0,-0.9213784851380971
0,0,5,51,1,0.9404657580906797
0,0,0,52,0,0.9772346587479078
0,0,1,53,1,0.713920603543766
0,0,2,54,0,1.2655589648511816
0,0,3,55,1,1.1936267587125071
0,0,4,56,0,-2.881401440231256
0,0,5,57,1,1.8692679162943346
0,0,0,58,0,1.401703818820459
0,0,1,59,1,2.5631274656913052
0,0,2,60,0,1.0590819156773796
0,0,3,61,1,-1.440926239872883
0,0,4,62,0,0.7194541691145544
0,0,5,63,1,0.928607591836375
0,0,0,64,0,2.0113374931800827
0,0,1,65,1,0.7094580920250879
0,0,2,66,0,-1.1112180023431315
0,0,3,67,1,-2.9844939771054992
0,0,4,68,0,0.752489150704609
0,0,5,69,1,-0.7504818969824854
0,0,0,70,0,0.5638587793458861
0,0,1,71,1,1.1013650962481438
0,0,2,72,0,-1.6480552569988023
0,0,3,73,1,2.962318729439989
0,0,4,74,0,0.8155423216245259
0,0,5,75,1,0.7342418501674963
0,0,0,76,0,0.7549301856317663
0,0,1,77,1,1.2078053802110995
0,0,2,78,0,1.619426086178982
0,0,3,79,1,2.5896205294302366
0,0,4,80,0,0.7618844086782591
0,0,5,81,1,2.6322701929414336
0,0,0,82,0,1.026118077400717
0,0,1,83,1,1.18885193829448
0,0,2,84,0,1.8505859589661036
0,0,3,85,1,-0.12066005332419505
0,0,4,86,0,1.8304496912808599
0,0,5,87,1,1.0345746208704707
0,0,0,88,0,1.110642901524286
0,0,1,89,1,1.8732613401971054
0,0,2,90,0,1.4832510447590923
0,0,3,91,1,-0.42607436504300145
0,0,4,92,0,0.7585857322585502
0,0,5,93,1,1.1540483724010648
0,0,0,94,0,-0.8582060863903394
0,0,1,95,1,2.454195331099882
0,0,2,96,0,1.2519835337075902
0,0,3,97,1,2.6520262823811
0,0,4,98,0,1.681159278491319
0,0,5,99,1,1.009862413054245
0,0,0,99,0,1.1392835573889737
0,0,1,98,1,2.611142265162083
0,0,2,97,0,1.7809389759572154
0,0,3,96,1,0.7630290875734173
0,0,4,95,0,0.0541012719767634
0,0,5,94,1,-2.739788096549198
0,0,0,93,0,1.433055322934659
0,0,1,92,1,-0.42137391629136756
0,0,2,91,0,0.11498574328346
0,0,3,90,1,0.27364615468560216
0,0,4,89,0,0.7670683718752732
0,0,5,88,1,2.9936099424099494
0,0,0,87,0,2.7206682852525805
0,0,1,86,1,0.6001573029653766
0,0,2,85,0,0.1858782216422128
0,0,3,84,1,1.0565196685518274
0,0,4,83,0,-1.3542700810147594
0,0,5,82,1,1.1144588752418334
0,0,0,81,0,0.045671440671012475
0,0,1,80,1,0.9980137805472427
0,0,2,79,0,2.266376009318453
0,0,3,78,1,-0.6471682681885371
0,0,4,77,0,2.465177601823375
0,0,5,76,1,-2.379060192780069
0,0,0,75,0,-0.2707906970799745
0,0,1,74,1,0.7604974749974165
0,0,2,73,0,0.3047097976295854
0,0,3,72,1,1.2174190641931197
0,0,4,71,0,-1.6813105190479194
0,0,5,70,1,1.1551210332508783
0,0,0,69,0,-0.9797736152716177
0,0,1,68,1,-1.5476854632735173
0,0,2,67,0,1.209873939571895
0,0,3,66,1,0.18907323145597665
0,0,4,65,0,-2.8225603312637455
0,0,5,64,1,1.5232560659833265
0,0,0,63,0,0.5788951437353571
0,0,1,62,1,0.8321438758129984
0,0,2,61,0,1.6202987834715592
0,0,3,60,1,0.49411474605812433
0,0,4,59,0,0.747602065406411
0,0,5,58,1,2.9064287854489868
0,0,0,57,0,0.6335322956550957
0,0,1,56,1,-2.7894423473927406
0,0,2,55,0,1.834608505778264
0,0,3,54,1,-2.631118243618941
0,0,4,53,0,-1.609893016297894
0,0,5,52,1,-2.485336731493116
0,0,0,51,0,1.6878831191769406
0,0,1,50,1,-2.6224302235234083
0,0,2,49,0,0.1803867528890426
0,0,3,48,1,-2.5032798471687734
0,0,4,47,0,1.903545832320157
0,0,5,46,1,0.874537524397805
0,0,0,45,0,0.48329098857429775
0,0,1,44,1,-1.4136880799930627
0,0,2,43,0,-1.1667885260321496
0,0,3,42,1,0.6888584746222712
0,0,4,41,0,-0.35881873707052414
0,0,5,40,1,-1.663923407594941
0,0,0,39,0,0.48246674499442577
0,0,1,38,1,2.2536710370029924
0,0,2,37,0,1.6439352006013404
0,0,3,36,1,0.161629230545838
0,0,4,35,0,0.6415938518317041
0,0,5,34,1,-0.168808826768033
0,0,0,33,0,-0.7250361398457148
0,0,1,32,1,2.0717699186724463
0,0,2,31,0,2.19491652291822
0,0,3,30,1,2.1273906676657237
0,0,4,29,0,1.0318236897444895
0,0,5,28,1,0.5880735417436118
0,0,0,27,0,0.3600821161619462
0,0,1,26,1,0.5218973854761375
0,0,2,25,0,-2.7047614685881944
0,0,3,24,1,0.27586885008905315
0,0,4,23,0,-2.1646542676446234
0,0,5,22,1,2.8382124517639964
0,0,0,21,0,-0.15017134830067658
0,0,1,20,1,2.402955965690664
0,0,2,19,0,-0.6130149169813799
0,0,3,18,1,0.9673982853768446
0,0,4,17,0,0.8358891562489887
0,0,5,16,1,0.46059064885638845
0,0,0,15,0,1.4327923156779507
0,0,1,14,1,-0.7865844763988874
0,0,2,13,0,-0.15770715383282496
0,0,3,12,1,2.020218739702054
0,0,4,11,0,1.0799636713202556
0,0,5,10,1,-0.41644214327106166
0,0,0,9,0,1.974263957084606
0,0,1,8,1,0.5120757612403695
0,0,2,7,0,1.2585997139324387
0,0,3,6,1,-2.879673160504965
0,0,4,5,0,-0.7564717018370124
0,0,5,4,1,-0.5244712590594691
0,0,0,3,0,1.638942322526312
0,0,1,2,1,-1.137118785477896
0,0,2,1,0,1.3254875503084573
0,0,3,0,1,1.6740826420013253
0,0,4,0,0,-1.5850867224161238
0,0,5,1,1,2.531659304902809
0,0,0,2,0,-0.07945027779733849
0,0,1,3,1,1.063397551610067
0,0,2,4,0,1.4922212724556299
0,0,3,5,1,-1.2682140834681508
0,0,4,6,0,1.3201956292674648
0,0,5,7,1,0.08444650346911886
0,0,0,8,0,2.0424310467890843
0,0,1,9,1,1.9062369039666112
0,0,2,10,0,0.253167305238035
0,0,3,11,1,1.1001540554948528
0,0,4,12,0,-0.6661881564643037
0,0,5,13,1,1.328212630502773
0,0,0,14,0,1.416724729285975
0,0,1,15,1,1.7669130322548927
0,0,2,16,0,1.775558274812287
0,0,3,17,1,-2.492856142739215
0,0,4,18,0,2.5207887567213616
0,0,5,19,1,1.5923097075401556
0,0,0,20,0,-0.31103398407515703
0,0,1,21,1,-2.703371020046741
0,0,2,22,0,0.540598925984598
0,0,3,23,1,-2.1479395361512914
0,0,4,24,0,1.11357092770657
0,0,5,25,1,-1.0631635501738095
0,0,0,26,0,-0.434531473931302
0,0,1,27,1,-0.003912573110991913
0,0,2,28,0,2.7331340599245397
0,0,3,29,1,-0.49927894063783773
0,0,4,30,0,1.2849963185904532
0,0,5,31,1,-0.3795772581710919
0,0,0,32,0,-2.636254662535909
0,0,1,33,1,-2.524831118849823
0,0,2,34,0,1.0141610367379865
0,0,3,35,1,-2.538593352851787
0,0,4,36,0,-1.9784995461796953
0,0,5,37,1,1.2207550069735227
0,0,0,38,0,-0.8322739039293778
0,0,1,39,1,1.3363376960312063
0,0,2,40,0,2.946987870511316
0,0,3,41,1,0.37351386748994575
0,0,4,42,0,2.005844722139906
0,0,5,43,1,-0.5497550322247324
0,0,0,44,0,-1.3410565407018074
0,0,1,45,1,0.2680985257742785
0,0,2,46,0,-2.4250160380513397
0,0,3,47,1,-1.6920226601680675
0,0,4,48,0,-1.8737258218856518
0,0,5,49,1,0.9380965942549346
0,0,0,50,0,-2.8093182285653313
0,0,1,51,1,-2.653846493349728
0,0,2,52,0,0.14592038375840644
0,0,3,53,1,-2.1116617520121395
0,0,4,54,0,1.2093643293121146
0,0,5,55,1,2.5220939682154864
0,0,0,56,0,1.30293137183987
0,0,1,57,1,1.5769691155271648
0,0,2,58,0,-2.6572017579905003
0,0,3,59,1,-2.274552497516729
0,0,4,60,0,1.4426063874616553
0,0,5,61,1,2.020515886703561
0,0,0,62,0,0.8541084896165865
0,0,1,63,1,-2.8595122142635674
0,0,2,64,0,-0.35371926938168485
0,0,3,65,1,2.082117620235886
0,0,4,66,0,1.190897722769095
0,0,5,67,1,2.8607138740199725
0,0,0,68,0,-2.545608447488954
0,0,1,69,1,-1.1648942304970482
0,0,2,70,0,0.6849832005366556
0,0,3,71,1,0.010580229941066221
0,0,4,72,0,-1.6823477288846271
0,0,5,73,1,2.1051334003025586
0,0,0,74,0,1.7067361306750923
0,0,1,75,1,-0.39989619082501315
0,0,2,76,0,-0.795200023815045
0,0,3,77,1,2.8117651110659336
0,0,4,78,0,0.4637837320179452
0,0,5,79,1,1.339756928070906
0,0,0,80,0,2.8412502518836273
0,0,1,81,1,-0.7996268753576212
0,0,2,82,0,0.0327983669506855
0,0,3,83,1,1.7298976162525523
0,0,4,84,0,2.8203423831548005
0,0,5,85,1,-2.5194687074013196
0,0,0,86,0,2.097702413249248
0,0,1,87,1,-2.856711932826827
0,0,2,88,0,-2.432090056660523
0,0,3,89,1,0.1598993067131631
0,0,4,90,0,1.5729984033375457
0,0,5,91,1,-2.9194287805772023
0,0,0,92,0,-2.5867424501251035
0,0,1,93,1,-0.624277880116253
0,0,2,94,0,2.0294995776482274
0,0,3,95,1,2.2066934294173963
0,0,4,96,0,2.421651605949058
0,0,5,97,1,-2.3769614001280366
0,0,0,98,0,2.7572206790601106
0,0,1,99,1,2.762184104643472
0,0,2,99,0,-0.9100380887140851
0,0,3,98,1,-1.4091290984843028
0,0,4,97,0,-0.1778698768611191
0,0,5,96,1,0.09337478447770975
0,0,0,95,0,1.4086468100461487
0,0,1,94,1,-2.6782272967331733
0,0,2,93,0,1.0904465039841753
0,0,3,92,1,0.601552843872388
0,0,4,91,0,1.1856806962976076
0,0,5,90,1,-0.05858076025981007
0,0,0,89,0,2.2180023051210163
0,0,1,88,1,1.3835853653957635
0,0,2,87,0,2.6303820850479465
0,0,3,86,1,2.100850941437321
0,0,4,85,0,-0.539210177150006
0,0,5,84,1,2.0048104498194608
0,0,0,83,0,0.2762064319341748
0,0,1,82,1,-1.6792323361301964
0,0,2,81,0,0.31408470971170566
0,0,3,80,1,1.2785078098048843
0,0,4,79,0,-1.9853525307528754
0,0,5,78,1,0.48892359263126817
0,0,0,77,0,2.0073946275217267
0,0,1,76,1,-2.689843413367856
0,0,2,75,0,2.8559636845537506
0,0,3,74,1,1.9479072334622272
0,0,4,73,0,-1.0617187456351644
0,0,5,72,1,0.5454978564893544
0,0,0,71,0,0.9316999191831143
0,0,1,70,1,2.5221872011378768
0,0,2,69,0,-2.9320268812030896
0,0,3,68,1,2.7644108508644134
0,0,4,67,0,0.9545455651514373
0,0,5,66,1,1.7004340616505456
0,0,0,65,0,-1.1086054845460231
0,0,1,64,1,-0.6429153185695133
0,0,2,63,0,1.9048077977150566
0,0,3,62,1,1.7921381167491814
0,0,4,61,0,-1.4601943540878206
0,0,5,60,1,-2.893683838823775
0,0,0,59,0,-1.9086555639206142
0,0,1,58,1,-0.6719755620506245
0,0,2,57,0,0.23307690061288677
0,0,3,56,1,-2.7148311022234375
0,0,4,55,0,-2.3673930058045647
0,0,5,54,1,-0.25620023117514545
0,0,0,53,0,1.8925406394332827
0,0,1,52,1,-0.5376189138576652
0,0,2,51,0,0.6840779934920218
0,0,3,50,1,0.41525788479791714
0,0,4,49,0,2.095338119005998
0,0,5,48,1,1.7390476176899483
0,0,0,47,0,-0.3597965622576873
0,0,1,46,1,0.8681480559908415
0,0,2,45,0,-2.2862845653308854
0,0,3,44,1,2.1902378899917245
0,0,4,43,0,-1.1344432373840034
0,0,5,42,1,-2.7943033643228596
0,0,0,41,0,0.47260198970043554
0,0,1,40,1,-2.4625681984341847
0,0,2,39,0,-2.6130486423912505
0,0,3,38,1,1.2654430794535632
0,0,4,37,0,-2.5599510848423415
0,0,5,36,1,-0.23829185651416562
0,0,0,35,0,1.9961074650957285
0,0,1,34,1,-0.3979002861003442
0,0,2,33,0,1.2205725612577014
0,0,3,32,1,-1.4278183367531039
0,0,4,31,0,1.402923032951947
0,0,5,30,1,1.0446018993443191
0,0,0,29,0,-0.9749896866125418
0,0,1,28,1,-2.8558635132239543
0,0,2,27,0,1.8688191466278274
0,0,3,26,1,0.22992761372664017
0,0,4,25,0,2.6875605650236096
0,0,5,24,1,0.5912155414871747
0,0,0,23,0,1.1083354839241748
0,0,1,22,1,1.6670367482991264
0,0,2,21,0,2.174300564203066
0,0,3,20,1,-1.8972625286954077
0,0,4,19,0,0.3655631881442468
0,0,5,18,1,-0.5199182986903628
0,0,0,17,0,2.0635345044418623
0,0,1,16,1,1.8319776240705385
0,0,2,15,0,1.0968794641585808
0,0,3,14,1,0.4013400972348248
0,0,4,13,0,2.6525115207161996
0,0,5,12,1,-1.3251519036910206
0,0,0,11,0,-2.71872623717573
0,0,1,10,1,-0.3310378882140306
0,0,2,9,0,0.05199173198946205
0,0,3,8,1,1.5037004469658315
0,0,4,7,0,-1.2983881492492935
0,0,5,6,1,-0.38882818444486045
0,0,0,5,0,-2.633119034146428
0,0,1,4,1,-1.3348911343384633
0,0,2,3,0,-1.266874677249464
0,0,3,2,1,0.7462799910304699
0,0,4,1,0,0.15051823955726773
0,0,5,0,1,-1.9379403576844
1,0,0,0,0,2.3159783048778326
1,0,1,1,1,-2.1420632149416425
1,0,2,2,0,-2.728565912200124
1,0,3,3,1,-1.7212584996136688
1,0,4,4,0,2.0760402977701338
1,0,5,5,1,1.3106414963823663
1,0,0,6,0,-1.4887010723388356
1,0,1,7,1,-1.3930281258096984
1,0,2,8,0,1.304612190820249
1,0,3,9,1,-1.571331381304557
1,0,4,10,0,1.8573014031845352
1,0,5,11,1,2.0117566963070668
1,0,0,12,0,0.7401541091596622
1,0,1,13,1,-2.3787902047049325
1,0,2,14,0,2.0356732875687076
1,0,3,15,1,-0.855183473207799
1,0,4,16,0,2.807052767853234
1,0,5,17,1,-0.1361895024494606
1,0,0,18,0,1.734032380092402
1,0,1,19,1,2.337879502148521
1,0,2,20,0,-0.031337297581052415
1,0,3,21,1,-0.7760064192045026
1,0,4,22,0,-0.11888563109992134
1,0,5,23,1,-1.6513167828606679
1,0,0,24,0,-1.9136794008893812
1,0,1,25,1,0.6918239472443242
1,0,2,26,0,1.104556410412805
1,0,3,27,1,-1.2124862527962226
1,0,4,28,0,2.026658496516282
1,0,5,29,1,-2.9668092513784603
1,0,0,30,0,-0.10503238805393433
1,0,1,31,1,-2.940889244843467
1,0,2,32,0,1.938914961918667
1,0,3,33,1,2.0330867563222776
1,0,4,34,0,1.3067465478984668
1,0,5,35,1,-1.3400265076409719
1,0,0,36,0,-2.3867714666020543
1,0,1,37,1,1.72915601882573
1,0,2,38,0,-1.5096240322521985
1,0,3,39,1,-0.437748078579812
1,0,4,40,0,0.6057953278323844
1,0,5,41,1,1.834664513849071
1,0,0,42,0,1.2812992717833445
1,0,1,43,1,1.375929777908338
1,0,2,44,0,2.4855203724230064
1,0,3,45,1,-0.20250720355711316
1,0,4,46,0,1.99297593440995
1,0,5,47,1,2.591208079714722
1,0,0,48,0,-1.022855582408928
1,0,1,49,1,0.8190812392261593
1,0,2,50,0,2.2498147825589823
1,0,3,51,1,-1.5345893058832007
1,0,4,52,0,1.6501450573062417
1,0,5,53,1,1.3764829974463424
1,0,0,54,0,-0.2975712204539218
1,0,1,55,1,-2.7107850181556543
1,0,2,56,0,-0.44873074102367183
1,0,3,57,1,-2.904110465501679
1,0,4,58,0,-1.2455097372623345
1,0,5,59,1,0.6806856737276183
1,0,0,60,0,-1.9829701070245558
1,0,1,61,1,-2.8651121510552002
1,0,2,62,0,2.1450597791905173
1,0,3,63,1,0.1693836793592851
1,0,4,64,0,0.9663152254442193
1,0,5,65,1,-1.2856690576398389
1,0,0,66,0,0.25922378949672087
1,0,1,67,1,-2.7948831170124713
1,0,2,68,0,-2.170925212805935
1,0,3,69,1,-0.33773945732169075
1,0,4,70,0,1.7632082941942446
1,0,5,71,1,0.9216115137265226
1,0,0,72,0,1.5058196316160908
1,0,1,73,1,0.3846426320003671
1,0,2,74,0,0.3729551268485334
1,0,3,75,1,1.5201381284770314
1,0,4,76,0,-1.122118485714367
1,0,5,77,1,-1.8571398240890504
1,0,0,78,0,-2.136968200752774
1,0,1,79,1,1.5454483176735279
1,0,2,80,0,-2.9698036046364322
1,0,3,81,1,0.07371256409008253
1,0,4,82,0,2.2173836599217456
1,0,5,83,1,0.6805941303565097
1,0,0,84,0,1.4383615385378246
1,0,1,85,1,-0.2866902637367468
1,0,2,86,0,0.8879817542875001
1,0,3,87,1,-0.005845029297908866
1,0,4,88,0,0.6577879053492633
1,0,5,89,1,-1.2618092390071103
1,0,0,90,0,1.2389404535736261
1,0,1,91,1,-2.260349917035663
1,0,2,92,0,-2.982181098196783
1,0,3,93,1,0.47013015986056994
1,0,4,94,0,1.5950872370854432
1,0,5,95,1,-0.08294904332328379
1,0,0,96,0,-1.5708334821395231
1,0,1,97,1,-0.630068640492591
1,0,2,98,0,0.9099934325973377
1,0,3,99,1,0.9922501498992075
1,0,4,99,0,1.0474972617856173
1,0,5,98,1,1.4802589714613485
1,0,0,97,0,2.7053015877636515
1,0,1,96,1,2.375774398770699
1,0,2,95,0,1.0494169278813938
1,0,3,94,1,1.7509651254450467
1,0,4,93,0,-2.4931756525753626
1,0,5,92,1,0.07760160556745532
1,0,0,91,0,2.580788128514433
1,0,1,90,1,2.489082490626642
1,0,2,89,0,1.0839837260011136
1,0,3,88,1,1.5721783850874849
1,0,4,87,0,1.2487213562257653
1,0,5,86,1,-2.767656505646161
1,0,0,85,0,2.324624725054715
1,0,1,84,1,-1.77998103587009
1,0,2,83,0,2.285386994486779
1,0,3,82,1,-2.3711338237471504
1,0,4,81,0,-0.8526550550941733
1,0,5,80,1,1.7037323374653064
1,0,0,79,0,-2.938202984489024
1,0,1,78,1,1.7333873349090831
1,0,2,77,0,1.984431003389803
1,0,3,76,1,-1.1781488700441634
1,0,4,75,0,0.6169904446743368
1,0,5,74,1,2.9869169636012423
1,0,0,73,0,0.6228475392732005
1,0,1,72,1,-1.1484805507901668
1,0,2,71,0,0.807213216089399
